	dominance_gini	observed	diversity_shannon	diversity_gini_simpson	Faiths_PD
LCC2018_52	0.99286844191947	114	2.35110502926197	0.72012719189362	3.82938466235
LCC1020_52	0.968815954193968	348	4.22701763326001	0.972651238298003	4.84273129385
LCC1101_52	0.992405343883876	104	2.81136977995034	0.886633191524271	2.98112908005
LCC1075_52	0.992759638375425	94	2.77725533230326	0.888421626533035	2.0938508455500005
LCC1137_12	0.994260066960838	109	2.5283794560938	0.85084024173866	2.99829720905
LCC2058_52	0.996128249757166	84	2.02936713222791	0.777527128065658	2.4644179721499992
LCC2025_52	0.98628622187246	105	3.51360683169887	0.960508538614517	5.40613135535
LCC2045_52	0.993849232984005	56	2.61755357446207	0.86845509358792	3.4006128456500004
LCC1101_0	0.997222193266833	33	1.80974477217719	0.720416231849924	1.46555047795
LCC2048_52	0.988772167784436	128	3.20484636210797	0.926117932253156	4.179361397049999
LCC1123_0	0.997821437054547	29	1.62866903137066	0.70918047046273	1.88940233345
LCC2033_0	0.995622094767	57	2.32940975641635	0.848126672036575	3.412920742950001
LCC2013_0	0.995876197546803	49	2.20701780477834	0.814384922381096	3.16884702795
LCC1079_12	0.992661942780353	92	2.84906502095768	0.914478494136046	3.4493739766500005
LCC1079_52	0.977330675460536	161	3.9997343014803	0.971702461465178	6.6114627533500006
LCC1075_0	0.991088103556084	97	2.98463476093124	0.902302177121193	3.88554992865
LCC2062_52	0.988882856039714	95	3.27359333889091	0.94008978306224	4.67767404645
LCC1068_12	0.991292552233866	91	3.05059614149555	0.93044138859712	4.19386166385
LCC1073_12	0.995448508521583	60	2.10499792923336	0.713407894268249	3.87730697145
LCC1143_0	0.998379012696274	46	1.05374605290232	0.402120704049226	1.60951573985
LCC1157_0	0.996130844564571	33	2.21201656038118	0.841865956697258	2.99748197035
LCC1059_52	0.99534084746569	103	2.10279663850949	0.74508988559991	2.50982516755
LCC2072_52	0.984871690457805	149	3.5549868399588	0.94924396574584	5.58267604995
LCC1121_52	0.994019200449907	63	2.64392924132586	0.901004931264117	3.14940485795
LCC1001_12	0.993641371016447	100	2.53389549487139	0.840239070131518	4.0247876727500005
LCC2022_52	0.996400088808966	80	1.91719615595794	0.701200917309394	3.26883768215
LCC2043_0	0.995885874241589	72	2.26938559728679	0.83828541313488	3.24732765365
LCC1026_52	0.993664379424874	125	2.48179655269973	0.816191309862203	3.36727320015
LCC1134_52	0.993973407264471	99	2.39947210048859	0.793430122303175	2.35437218905
LCC1083_52	0.987406393334862	128	3.25626153991748	0.918598999586411	3.40555385895
LCC1057_0	0.995389141683341	74	2.1996768286593	0.756121330739878	3.5511430847500005
LCC1125_12	0.992762656487661	92	2.7720252301406	0.891613950164821	3.99335105005
LCC2051_52	0.993250133139131	90	2.68403146778272	0.869921502220665	4.6196629947500005
LCC2053_52	0.994319076149974	94	2.49764187502468	0.858711371093117	2.4372934789500005
LCC1032_52	0.986623273510645	159	3.23520899704542	0.905162205941852	4.7444441183500015
LCC2021_52	0.990236320143921	106	3.09662940335316	0.922202342403037	4.09364435355
LCC1025_52	0.99203991786339	83	2.92781904600076	0.914463077926812	3.75331780955
LCC1141_0	0.996333232451856	55	2.02877015960164	0.739145212275335	3.14354354895
LCC1140_52	0.994563618201876	85	2.37838148952667	0.82297820421558	2.90450420445
LCC1028_12	0.996075680308881	43	2.18027516980424	0.81196853387408	2.77972637165
LCC1088_0	0.99561254137041	51	2.31106446995753	0.841257561821624	2.46108772535
LCC2030_52	0.991654844691646	129	2.60871445593389	0.793355429761436	4.738948500149999
LCC1124_12	0.985140881548999	150	3.34132934926329	0.898410579181712	4.94244198865
LCC1026_12	0.994165395360766	74	2.52598063764604	0.839803453587777	3.98698078965
LCC2007_0	0.987489174198847	132	3.37820084741296	0.944993431252241	4.513699556650001
LCC2012_0	0.996715619031739	37	1.94582794841701	0.746947780829749	3.17254871145
LCC1099_52	0.992598096066112	113	2.40386759182742	0.785387419323399	3.32305044585
LCC1096_52	0.990517872124535	87	3.12960625419012	0.93482864217414	4.59957166965
LCC1089_12	0.995256691318236	54	2.39479107840167	0.845022439022004	3.69641399135
LCC1126_0	0.995522478420547	60	2.34754527934658	0.847220857399109	4.21292248525
LCC1144_0	0.991442407889124	115	2.85623870844873	0.875217865337119	3.80046652435
LCC1141_12	0.997912564037507	37	1.57232188499621	0.67320252910912	2.46511316615
LCC2023_52	0.991595455598456	99	2.97776869421308	0.9215139990485	2.50914410735
LCC1115_12	0.990361584024944	107	3.11826771404169	0.925791144857744	4.494367207849999
LCC2041_52	0.991637593204922	117	2.89393743677565	0.891742772905924	2.6425207964499995
LCC2049_0	0.995890002426917	79	2.25068513170944	0.85984905406338	2.2596903093500003
LCC1095_0	0.995655672511241	38	2.35352342869296	0.878607253420189	3.1719902024500004
LCC1093_0	0.993472305093152	82	2.75693873801659	0.914268120765597	4.06209969675
LCC1048_0	0.996135219415334	63	1.97893538528633	0.69763366746068	2.88114074035
LCC2051_0	0.989687522592773	87	3.20659722602219	0.937484598123462	4.982390800149999
LCC1035_52	0.979965951168133	231	3.71544394623498	0.944670436548638	5.52253650395
LCC2061_52	0.989089478261274	113	3.20826041762486	0.930489520887948	4.01284141415
LCC1107_52	0.998662032842015	31	1.11318190159347	0.5611441689826	1.72348573505
LCC2034_0	0.988799396503772	136	3.17468359915421	0.913427440672727	4.364026678650001
LCC1047_12	0.989994957371161	117	3.00089359347363	0.892778912559389	4.45789502815
LCC1050_0	0.988314908349153	118	3.29213361243923	0.934735850403942	4.72846902115
LCC1054_0	0.997554738176144	37	1.64464507529722	0.659988857277056	2.7976197699500003
LCC1070_0	0.99606467213075	56	2.05267468639965	0.737969159519574	3.75405380485
LCC1083_0	0.993728610741316	55	2.7058568155952	0.898247722396955	2.7886418835499995
LCC1152_0	0.996340233495329	48	2.18283088125384	0.843244569046419	3.3305602378500008
LCC1035_0	0.987313817319334	102	3.43139286346162	0.95419870723676	3.63805708115
LCC1159_0	0.994124355121206	61	2.64906290965447	0.893719799530811	3.70961382105
LCC1087_12	0.992330413999444	93	2.84610290307543	0.891844079162913	3.57520209255
LCC2043_52	0.993400396196079	81	2.75700875366571	0.903446907325552	3.53037206325
LCC2056_52	0.993651901930502	95	2.69408638831622	0.8924812474753	3.80227199455
LCC1132_52	0.994883922513715	85	2.42948993319771	0.852402337314846	3.16766937055
LCC2040_52	0.981963560132362	211	3.19004253182258	0.842843357788871	4.10761456925
LCC1087_0	0.99346394651127	75	2.70688670956259	0.884203976130063	4.30172291865
LCC1066_52	0.991601331311659	127	2.71878022906227	0.843897636146542	2.10472228225
LCC1112_0	0.998991950845427	21	0.828101214503213	0.407508532842869	1.93590990765
LCC1067_52	0.978486188417488	175	3.93286602514754	0.968369235223927	5.60939847175
LCC1038_0	0.994839887290616	65	2.52003237175837	0.881133452492001	2.8366425375500004
LCC1017_52	0.99301512119943	108	2.67887128541594	0.874866486547869	4.3563779377500005
LCC1133_0	0.995361532597904	37	2.4095672219096	0.8670992972966	2.83628589735
LCC1043_52	0.99017657802646	137	2.95754355353272	0.894808649607584	2.84830214705
LCC1056_12	0.995723459045409	38	2.32927220482169	0.853680549722766	2.86777863125
LCC1034_0	0.993553090012976	99	2.68677573002197	0.882599607386265	3.71715475635
LCC1154_12	0.995331844427102	71	2.35767057351331	0.838631082027575	3.50597608195
LCC2042_52	0.993282388442521	81	2.77826652159243	0.907084722078132	2.8958265497500006
LCC1148_0	0.995795376240815	39	2.31852197383862	0.862315766822539	3.20328546165
LCC1104_52	0.992070195587424	105	2.74641238581345	0.85938233065164	3.21684623315
LCC1055_12	0.992703956756757	82	2.868484706788	0.9205628662427	3.2565525521500005
LCC1060_12	0.997278554333481	69	1.67100656367487	0.640072994377992	2.46422008285
LCC1006_0	0.994959567008367	46	2.48448841770014	0.871478456310243	4.127364042549999
LCC1016_0	0.99534158298101	42	2.42786668404019	0.874708122278347	3.0453438372500004
LCC2052_0	0.995854226891829	51	2.29796274486363	0.849061394239407	3.3992349125500003
LCC1097_52	0.991102325000715	124	3.03003320635437	0.928230746511124	3.38493280485
LCC1016_52	0.996066353094589	77	2.083038036047	0.776961854705663	3.28472370965
LCC2074_0	0.991506711329658	78	2.96419887207289	0.90814096890971	4.014394580549999
LCC1005_0	0.995173870284072	48	2.40251556222806	0.843213622888996	3.904732123150001
LCC1063_0	0.994913147404574	66	2.48207216753995	0.868213952077104	3.70242709125
LCC1127_12	0.994888417510502	72	2.44559572317193	0.863312515071392	3.04439996565
LCC1106_52	0.997937795146167	27	1.58166553134606	0.74165359016282	3.0134727035500006
LCC1047_52	0.967571221488512	307	4.16086563759984	0.962159264758556	2.3575330496500007
LCC1057_52	0.987314340430176	156	3.14032556688809	0.882151941356603	4.37455827405
LCC2011_0	0.992088276706449	77	2.95609990864314	0.926705034570049	4.41856967285
LCC1117_0	0.996829745063431	49	1.66958847905823	0.58991072236108	2.94742381935
LCC1095_52	0.992041065400517	82	2.92672718291669	0.914662721516971	3.14427422415
LCC1051_12	0.993664704080077	100	2.62241440082672	0.870696199296505	4.03332112305
LCC1147_12	0.995231456370656	51	2.44105804377572	0.87367159888994	3.6822446432500007
LCC1115_52	0.984787699393271	161	3.47931187514498	0.94042604766766	3.94671432395
LCC1113_12	0.993963704357419	56	2.58568884325608	0.85331290727648	3.01059295505
LCC1022_12	0.991734337011272	100	2.89332026936663	0.890480987819729	3.3828530048500003
LCC1114_52	0.9812378170427	215	3.65545503157432	0.944500832813257	3.90168130095
LCC1124_52	0.980185070932155	195	3.72712048777706	0.94941553354998	4.54077729065
LCC2072_0	0.994196692695212	58	2.64324276377399	0.900530780540051	3.87548349965
LCC1131_12	0.995519227481924	41	2.35988692553442	0.851082237394991	3.71654402255
LCC1067_0	0.995222919672413	47	2.35373228435059	0.824005950514622	2.7100055565500005
LCC1135_0	0.993189591472095	85	2.74844872755255	0.89838452070892	3.35016768965
LCC2074_52	0.99337898769973	103	2.61139859479463	0.861916240242219	2.95201303745
LCC1024_12	0.995715931520462	53	2.21873836081886	0.802298540916744	3.63304669695
LCC1142_0	0.993108082322392	64	2.79406656238273	0.905039868852065	3.56552360445
LCC1025_0	0.993804842335155	66	2.70205338197205	0.898535025120894	4.533896770949999
LCC1066_0	0.996720763485935	48	1.90242616318818	0.71493020650004	2.21029675125
LCC2037_0	0.989419190182019	95	3.25180206368548	0.94414047664348	4.314391312350001
LCC1085_52	0.994010992246679	106	2.1429928332381	0.714459124445726	1.94541232915
LCC1058_0	0.997280302809201	45	1.8094743791294	0.720967157930701	2.12130605785
LCC1123_52	0.991920157327702	56	2.97009658072	0.927478563351623	3.83700570665
LCC1144_12	0.98859124403287	136	3.18156838639473	0.915297720352795	4.04134337265
LCC1090_52	0.989940526241709	125	3.15465142381842	0.932314519420395	4.65246873635
LCC1088_12	0.993775154582006	72	2.64350692566456	0.874500647374769	2.50753771815
LCC2067_52	0.985493939652423	149	3.47900155484037	0.94165775816532	4.37069286995
LCC2070_52	0.982521896483663	189	3.55547602879778	0.935092389644682	4.55444632555
LCC1155_12	0.988467721235521	119	3.28085690256218	0.935522807431	5.056341515450001
LCC2066_0	0.992189108353576	89	2.7483458001668	0.863575949227132	2.73682157365
LCC1118_12	0.996038755392888	70	2.22674573186969	0.8364047426369	2.74483520305
LCC2016_0	0.993730567416826	53	2.68782739335654	0.892009210946929	4.25607808495
LCC1117_52	0.998222468836183	73	1.08557711986233	0.4230000589057	2.5027029146500004
LCC1084_52	0.989916733825025	138	2.89842029119205	0.862814038012867	4.27591750995
LCC1120_12	0.992621515147425	81	2.70576786468793	0.855122967217505	3.91319924945
LCC1128_12	0.998715311932803	19	1.09124521445741	0.547715123708628	1.74190679465
LCC2028_0	0.994881411472697	59	2.48234499860306	0.8684149417919	3.79383752185
LCC1151_0	0.993906991941906	100	2.49042088526956	0.815606165325593	3.45614215545
LCC1145_52	0.990892837315712	120	2.95284692538933	0.894339769154858	4.622752151250001
LCC2065_0	0.99704841547684	40	1.79197586843911	0.687334569610686	2.17982580155
LCC1073_0	0.997157278195934	61	1.66525533841923	0.612640752280656	2.3573924257500005
LCC1048_12	0.997820209928296	43	1.54671765081351	0.64981292748818	1.91349396325
LCC1065_52	0.983772840508541	192	3.58653928567972	0.948679425175125	3.58482412085
LCC2002_0	0.995155866176637	39	2.45630360990017	0.889961264397218	3.5766973083500004
LCC2038_0	0.99302056000889	70	2.81396857487197	0.911640573529274	3.48457066715
LCC1127_0	0.997080349586321	52	1.8777509251446	0.75361287212058	2.77864085915
LCC1022_52	0.98812079984677	171	3.24002626941794	0.931077441970414	2.90959518855
LCC2024_0	0.991348437837838	94	2.97081117416445	0.90911691820982	3.5570683215500005
LCC1051_0	0.995635127674602	54	2.33067286647456	0.849354617712673	2.13534276375
LCC1128_52	0.997087747364594	56	1.46914618320621	0.501345370942689	2.56562896485
LCC1032_12	0.988693423110995	105	3.29726359891769	0.943805376371653	4.07610948675
LCC1120_0	0.995568353451139	62	2.25370822934978	0.810905875209757	2.49843701035
LCC1043_0	0.99461930886566	52	2.46307432126717	0.835251787139397	2.7722197921500005
LCC1024_0	0.995386828059976	37	2.38692055342509	0.860996609054082	3.0343550327500006
LCC1158_52	0.992539361111292	91	2.78820489047833	0.888671674066234	4.57994095795
LCC1023_0	0.994270192277993	69	2.61099421527552	0.88517710041856	2.16523380755
LCC2058_0	0.995609713005955	83	2.21153503431331	0.784114826915937	3.31608033525
LCC2048_0	0.995526805172653	43	2.3557210096425	0.851609068103793	3.37866965005
LCC1072_52	0.988090536601868	130	3.21008585037344	0.918218125426406	2.97201990505
LCC2026_0	0.993550451996307	65	2.72020048473542	0.898179671146217	4.283145001149999
LCC1012_0	0.995087107997794	60	2.43011415605135	0.863590457564	3.59698726385
LCC1116_52	0.980223609676571	223	3.74438798740183	0.948904579263182	6.158836547449999
LCC1123_12	0.987081533172708	105	3.44223902965745	0.95245150033025	4.460835765650001
LCC2061_0	0.998756690388631	19	1.03597875407757	0.531955883371951	1.12356255025
LCC1139_0	0.995704404920688	41	2.32332503421669	0.855199197974311	3.01420439015
LCC2004_0	0.995331708909895	41	2.37323917632069	0.844177580195728	2.7176931356500003
LCC2014_0	0.989810925712257	172	2.69301922945158	0.794430089338261	2.49947843405
LCC1108_0	0.994538028009107	60	2.53473294225011	0.863381777205395	4.19697650205
LCC1064_52	0.986466733115972	132	3.45565969634108	0.946670534679856	5.021589036549999
LCC1031_0	0.99345234076117	55	2.71755444273452	0.88775711509464	3.671121737650001
LCC1114_0	0.995024457803604	69	2.42306382434649	0.860329947976341	3.13772940095
LCC1032_0	0.994872372752345	61	2.27997518044088	0.76619925105396	3.76115191775
LCC1057_12	0.991125973203378	94	2.90638343957432	0.889441759500381	4.56291421345
LCC1151_52	0.989808976363834	106	3.1572303964577	0.927476399911091	4.46120865885
LCC2015_0	0.995572755486675	51	2.35406046719816	0.856556290189029	3.4467741769500004
LCC1007_0	0.993916835743452	62	2.65599890365441	0.884217543802482	3.2591177583500004
LCC1118_0	0.99061214649084	96	3.05703692830842	0.912955886436015	4.12278053245
LCC1003_52	0.957990468007708	305	4.56536773384603	0.980600823376919	5.84910284885
LCC1159_52	0.989773938945378	149	2.91952831878301	0.868263883003172	2.94446860465
LCC1076_52	0.99187958414536	125	2.84800840987132	0.890783923752534	4.48692259635
LCC1047_0	0.989217741312743	89	3.16516680895386	0.91780616867402	4.88640152365
LCC1012_52	0.989028366023167	130	2.98179810746893	0.8541560056857	4.30890386685
LCC1077_0	0.995861927550636	54	2.29373628479009	0.850161838274667	3.02976831235
LCC2036_52	0.993285450303365	76	2.73882594873989	0.89028640519672	4.60554197455
LCC1146_52	0.986023947914667	177	3.3367030215964	0.921686781260568	2.71068947165
LCC2016_52	0.995664718619945	51	2.142636661542	0.750603908113228	3.64126720045
LCC1119_52	0.996977677934856	45	1.93166454007331	0.756547446137831	3.00523264255
LCC2073_0	0.993609469810032	65	2.69811090570384	0.891326821626695	3.93961505215
LCC2065_52	0.994290767639179	78	2.4717549255393	0.826769109852451	2.86108796665
LCC1071_52	0.990923891290129	112	3.00804367044609	0.905837232203557	3.85851211215
LCC1143_12	0.995005902261446	52	2.46150629081677	0.86616699621588	3.66133221045
LCC1022_0	0.995401755837651	56	2.33321111679097	0.834333087835754	2.98253206675
LCC1005_52	0.981730908218424	196	3.71615002674488	0.95564269333672	4.464262119050001
LCC1093_52	0.991116197744421	104	2.96025892505293	0.900071613923088	5.011033434749999
LCC2034_52	0.965607621148013	360	3.9511223714207	0.911101934084467	4.85624686765
LCC1079_0	0.994342058164131	61	2.59479179325485	0.882831341107048	3.99015416975
LCC1126_12	0.995123861767261	56	2.4741368785974	0.877249737791884	3.48019169965
LCC1027_12	0.993688717398917	89	2.7113217278957	0.899606759573579	3.97212954515
LCC1102_52	0.984112202327381	136	3.53978310684274	0.941186892833969	4.98992952965
LCC2068_52	0.991170625152527	86	3.02413092259595	0.91719993349059	3.24900230685
LCC1104_0	0.996719339814865	52	1.80063849446245	0.645645107458417	3.91096142545
LCC1130_12	0.995643619133928	55	2.35662843842666	0.866640174546676	2.70892357345
LCC1117_12	0.993454358613556	84	2.58940147679843	0.848611079986208	3.3918245773499995
LCC2014_52	0.993397417587005	127	2.52422455723414	0.833345703809948	3.0440114997499994
LCC1044_52	0.983366602733785	184	3.57203913643378	0.944264606869302	4.709196412350001
LCC2042_0	0.996449098479746	61	1.86842927819177	0.659943403782512	3.10981177535
LCC1016_12	0.997526457445369	36	1.74164823243269	0.720229484341276	2.4419931909500003
LCC2005_0	0.995452708853366	48	2.39727649628798	0.874261200664445	2.49478255635
LCC2038_52	0.989005600426442	146	3.0062175323661	0.870257662294231	4.40372040535
LCC2064_0	0.996291777982956	60	2.07119488850972	0.757859748292441	3.40479908155
LCC2036_0	0.99149814184531	104	2.97496016861346	0.914353381147609	3.4110333942500004
LCC1044_12	0.99493436062791	54	2.50141709553115	0.880926085726674	3.33106373875
LCC1154_0	0.993352606386823	84	2.6995917657524	0.891838823900016	4.17673025075
LCC2069_0	0.993117991784106	65	2.75373404161575	0.890083506297967	3.3107320297500005
LCC1015_52	0.987674173857704	153	3.21656958742097	0.906371176129553	3.47194515045
LCC1148_52	0.994177972617504	78	2.48532608670192	0.825623722061287	4.05127588865
LCC1033_52	0.990004840926641	130	3.05038470200022	0.90330128035794	4.17597847645
LCC1029_52	0.991027095943974	127	2.59208773848769	0.783332321323677	4.045714886949999
LCC2047_0	0.99573240845355	44	2.27256616626318	0.841337052441122	2.59072862215
LCC1059_0	0.998960352723932	31	0.739839743725711	0.300273398094258	1.23175548215
LCC1157_52	0.984354589595428	120	3.63868630616677	0.961583329621684	5.04093287165
LCC1008_0	0.997580234706339	40	1.40713946164108	0.50883045041766	3.16878950325
LCC2066_52	0.987575600746025	149	3.26017119307535	0.921832394152032	3.80344693085
LCC1146_12	0.989077274130475	116	3.17287953041152	0.923641154485224	4.14152757995
LCC1134_0	0.995980312993678	63	1.77001676891696	0.583165748220477	3.81408491335
LCC1078_0	0.995852705538046	37	2.2830715571415	0.856921980510126	2.3807739589500003
LCC1109_12	0.994397899236437	68	2.48772267889597	0.843907941778463	3.83014389645
LCC1026_0	0.992332039823498	84	2.91033645512226	0.91432956399074	4.68173594765
LCC1035_12	0.993237751559839	83	2.76188069341806	0.90155994731037	2.79922910955
LCC1018_12	0.994681287447805	62	2.41910851241041	0.819013518151284	3.95559303925
LCC1052_52	0.99225302112271	94	2.76822508938449	0.871313105668972	5.206660876349999
LCC1027_0	0.99875476121028	57	0.668664591460403	0.223422542129506	1.2894946482499998
LCC1099_0	0.994250264739503	59	2.63146372201456	0.894022880026868	3.1808064873500004
LCC1046_52	0.992841633647098	78	2.83812076237064	0.913129201794971	4.30551258645
LCC1056_0	0.995715170299878	50	2.3336055895994	0.866165520404177	3.35861119415
LCC2012_52	0.988926949739311	166	3.11246893439709	0.906509483107508	3.82941366705
LCC1121_12	0.99848086829817	34	1.25052664902951	0.590763063367847	2.16133843035
LCC1107_0	0.989038413975727	107	3.26016843130504	0.939435193336891	4.019733577149999
LCC2070_0	0.994673305462112	79	2.37765509283027	0.813244508784972	3.81991685685
LCC1038_52	0.992643289281602	127	2.5506701356921	0.806167645841909	3.1449377963500003
LCC1136_12	0.986366015318168	133	3.44050450406846	0.942033134205844	3.97809326355
LCC2073_52	0.987686432026972	112	3.35251648826239	0.940662853060601	4.48509376395
LCC1150_12	0.994660433465115	69	2.54459580145128	0.879303110122671	3.3596656065499992
LCC1037_0	0.998304286045229	32	1.37175572376449	0.6428891503651	1.7057818689500002
LCC2055_52	0.989464457004706	149	3.14496605720132	0.924421033712563	3.2494986909500003
LCC1120_52	0.990097310908322	189	2.67148547148366	0.836175161724549	2.93902891545
LCC1055_0	0.993315677158374	76	2.75349450720384	0.896524229729337	3.95333092655
LCC1140_12	0.997198296631027	44	1.84015054589863	0.745366057497224	3.28965388445
LCC1068_0	0.995927181861669	60	2.23151965104362	0.826290871202543	2.83311542855
LCC1064_0	0.993022551682294	52	2.82073202098677	0.9096244862735	4.264326990050001
LCC2060_0	0.995953453925186	47	2.25572179685381	0.844699663909384	3.58940475295
LCC1146_0	0.993519953309247	53	2.59866966791504	0.846479828824055	3.3766088781500008
LCC1119_12	0.992432995909711	76	2.89408453022307	0.917555549068227	4.59820537335
LCC1096_0	0.995536408654579	45	2.27448429551477	0.817157715099175	2.9799686504500005
LCC1059_12	0.996406605930217	49	2.06480059708874	0.799864118177608	2.76020671425
LCC1156_52	0.991049509855582	125	2.98663027294123	0.910991382898588	3.36165881945
LCC1092_12	0.986861178112482	148	3.28341519135657	0.919463341320899	4.18067858615
LCC2008_52	0.987124818788152	164	3.28643674403642	0.92526914798281	3.950391024950001
LCC1076_12	0.995801112088376	66	2.21065840264217	0.795427388074061	2.9388492804499995
LCC2017_0	0.99764383654404	49	1.62096881972503	0.649248803689993	2.35777028755
LCC1115_0	0.997096969773855	38	1.9212873136719	0.76960991586092	2.7363660009500004
LCC2054_52	0.989578454059886	131	3.06025953601952	0.897729989816869	3.26656178265
LCC1017_0	0.993200632505641	63	2.77861249969969	0.905769123600726	3.970148097450001
LCC1024_52	0.989201000078401	132	3.14946626632105	0.916661090688549	4.85192652635
LCC1014_0	0.992692517815776	93	2.5087502664545	0.77404237152618	3.57547329045
LCC1029_12	0.990638484942084	141	2.87072086972732	0.8738719251055	3.55669732695
LCC1132_12	0.995247660893547	59	2.37786896989326	0.85055648238566	3.24852896235
LCC1037_12	0.9981319466505	25	1.26658614668067	0.491370519297073	1.58243381085
LCC1065_0	0.992484198786541	68	2.89618906586072	0.91970677478818	3.37732804295
LCC1007_12	0.993174328667948	64	2.75634281031266	0.894950920340056	2.61486459645
LCC2063_0	0.991433495201324	70	3.02718481097971	0.92605006423956	4.985195185849999
LCC2026_52	0.98415545985082	162	3.59586956557089	0.951887348117426	4.15026082735
LCC1152_12	0.994469248922932	53	2.58426403430449	0.886855074125366	3.81061757505
LCC2023_0	0.996755320291374	65	2.01528024313035	0.807769896876233	2.10626964695
LCC2071_52	0.992524969564751	84	2.8163017727761	0.891352042128904	3.61773402385
LCC1092_0	0.99365230113026	61	2.72842743221031	0.903250791572429	4.47514693775
LCC2068_0	0.991010591648958	87	3.01725324267017	0.912722035497929	4.06201244235
LCC1129_0	0.995154077846496	51	2.3897757157588	0.840698621777851	3.73013671905
LCC1018_0	0.990759701847473	97	3.0900360966257	0.927981821001071	4.12622029645
LCC1080_12	0.993549556867071	59	2.70802594525459	0.89465511644918	3.48185524775
LCC1100_52	0.991783818643134	91	2.85673179061087	0.89112273964008	2.73278014185
LCC1158_12	0.994021014221727	53	2.57579868731659	0.853936451152401	3.63766036095
LCC1061_0	0.993431633605883	71	2.73941373449213	0.898045953794371	4.521511386749999
LCC1141_52	0.995129750147283	80	2.31200314525092	0.8281958398899	3.59444470645
LCC1101_12	0.996262825703254	44	2.16494252502512	0.81930851204356	3.56480053345
LCC1155_52	0.994976830446774	54	2.38989355323923	0.83359427215428	3.3303412119500004
LCC1130_52	0.990524701619275	109	2.97552357435162	0.899846123257035	3.74982489695
LCC1034_12	0.99500730336459	42	2.4583650260632	0.88185676518994	2.5578373988499994
LCC1097_12	0.9936598695811	88	2.69156121811111	0.895782180454407	3.84993457495
